B-cell,CD4 memory,CD4 naive,CD8 central memory,CD8 effector memory,CD8 naive,NK CD16+ CD56dim early,NK CD16+ CD56dim late,NK CD16- CD56bright,T-reg,TEMRA,conventional DC2,dead cell,dg or MAIT,erithroid,hspc,monocyte 1 (CD14+),monocyte 2 (CD16+),plasma cell,plasmacytoide DC
0.8857466063348416,0.03789592760180995,0.020361990950226245,0.0,0.009615384615384616,0.0005656108597285068,0.0,0.002828054298642534,0.0005656108597285068,0.002828054298642534,0.009615384615384616,0.0,0.016968325791855202,0.0016968325791855204,0.0,0.0005656108597285068,0.010746606334841629,0.0,0.0,0.0
0.6669565217391304,0.07130434782608695,0.03217391304347826,0.0,0.02,0.008695652173913044,0.0,0.00782608695652174,0.0,0.0017391304347826088,0.04,0.00608695652173913,0.02782608695652174,0.004347826086956522,0.0,0.0,0.10347826086956521,0.009565217391304347,0.0,0.0
0.41274238227146814,0.2077562326869806,0.06509695290858726,0.0,0.04293628808864266,0.012465373961218837,0.0,0.02631578947368421,0.0,0.002770083102493075,0.06509695290858726,0.0013850415512465374,0.06371191135734072,0.012465373961218837,0.0,0.0,0.08310249307479224,0.004155124653739612,0.0,0.0
0.9429530201342282,0.0,0.003355704697986577,0.0,0.0,0.006711409395973154,0.0,0.003355704697986577,0.0,0.003355704697986577,0.006711409395973154,0.0,0.026845637583892617,0.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.0
0.736734693877551,0.0326530612244898,0.006122448979591836,0.0,0.004081632653061225,0.0,0.0,0.012244897959183673,0.004081632653061225,0.0,0.030612244897959183,0.0,0.16938775510204082,0.0,0.0,0.0020408163265306124,0.0020408163265306124,0.0,0.0,0.0
0.9237623762376238,0.0029702970297029703,0.0019801980198019802,0.0,0.0009900990099009901,0.0,0.0,0.01287128712871287,0.0,0.0,0.0029702970297029703,0.0,0.04356435643564356,0.0019801980198019802,0.0,0.0,0.00891089108910891,0.0,0.0,0.0
0.8644168146832445,0.027235050325636473,0.009473060982830076,0.0005920663114268798,0.011841326228537596,0.0005920663114268798,0.0,0.0041444641799881585,0.0011841326228537595,0.0005920663114268798,0.02427471876850207,0.0011841326228537595,0.046773238602723505,0.0,0.0,0.0,0.004736530491415038,0.002960331557134399,0.0,0.0
0.9319029850746269,0.012126865671641791,0.0,0.0,0.007462686567164179,0.0,0.0,0.0046641791044776115,0.0,0.002798507462686567,0.0065298507462686565,0.0009328358208955224,0.025186567164179104,0.0,0.0,0.0009328358208955224,0.0046641791044776115,0.002798507462686567,0.0,0.0
0.9446254071661238,0.008143322475570033,0.0024429967426710096,0.0,0.0016286644951140066,0.0,0.0,0.0024429967426710096,0.0,0.0008143322475570033,0.0,0.0,0.033387622149837134,0.0008143322475570033,0.0,0.0,0.005700325732899023,0.0,0.0,0.0
0.8210862619808307,0.022364217252396165,0.0,0.0,0.01757188498402556,0.0,0.0,0.011182108626198083,0.0,0.006389776357827476,0.04952076677316294,0.0,0.025559105431309903,0.0,0.0,0.0,0.03354632587859425,0.012779552715654952,0.0,0.0
0.9297820823244553,0.00887812752219532,0.004842615012106538,0.0,0.0016142050040355124,0.003228410008071025,0.0,0.0016142050040355124,0.0008071025020177562,0.005649717514124294,0.004035512510088781,0.0,0.02744148506860371,0.0008071025020177562,0.0,0.003228410008071025,0.005649717514124294,0.002421307506053269,0.0,0.0
0.6606060606060606,0.058787878787878785,0.06666666666666667,0.0,0.017575757575757574,0.005454545454545455,0.0,0.024242424242424242,0.0006060606060606061,0.0006060606060606061,0.08424242424242424,0.004242424242424243,0.01575757575757576,0.0018181818181818182,0.0,0.0006060606060606061,0.0503030303030303,0.008484848484848486,0.0,0.0
0.9687936655798789,0.008849557522123894,0.0009315323707498836,0.0,0.007918025151374011,0.0004657661853749418,0.0,0.002328830926874709,0.0,0.0009315323707498836,0.0009315323707498836,0.0004657661853749418,0.002328830926874709,0.0,0.0,0.0,0.0055891942244993015,0.0004657661853749418,0.0,0.0
0.8405093996361431,0.008489993935718617,0.0036385688295936932,0.0,0.0006064281382656155,0.0036385688295936932,0.0,0.0,0.002425712553062462,0.0006064281382656155,0.001212856276531231,0.001212856276531231,0.13462704669496664,0.0,0.0,0.001212856276531231,0.0006064281382656155,0.001212856276531231,0.0,0.0
0.6735395189003437,0.09392898052691867,0.051928216876670485,0.0,0.009545628102329133,0.009927453226422299,0.0,0.023673157693776252,0.0,0.0057273768613974796,0.004200076365024819,0.003436426116838488,0.033218785796105384,0.0057273768613974796,0.0,0.00038182512409316535,0.07712867506681939,0.007636502481863307,0.0,0.0
0.9308108108108109,0.017297297297297298,0.006486486486486486,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.003243243243243243,0.001081081081081081,0.0,0.02810810810810811,0.0,0.0,0.0,0.005405405405405406,0.002162162162162162,0.0,0.0
0.9320271891243502,0.007996801279488205,0.0011995201919232307,0.0,0.0023990403838464614,0.00039984006397441024,0.0,0.0027988804478208716,0.00039984006397441024,0.009996001599360257,0.013994402239104359,0.00039984006397441024,0.01599360255897641,0.0,0.0,0.0,0.008796481407437025,0.003598560575769692,0.0,0.0
0.9180859691808597,0.0113544201135442,0.0056772100567721,0.0,0.006488240064882401,0.0,0.0,0.0032441200324412004,0.0,0.0016220600162206002,0.0016220600162206002,0.0,0.0454176804541768,0.0040551500405515,0.0008110300081103001,0.0,0.0016220600162206002,0.0,0.0,0.0
0.8366056572379368,0.04126455906821963,0.0006655574043261231,0.0,0.010316139767054908,0.0,0.0,0.005657237936772047,0.0,0.011314475873544094,0.01064891846921797,0.0009983361064891847,0.013643926788685524,0.0026622296173044926,0.0,0.0009983361064891847,0.06123128119800333,0.003993344425956739,0.0,0.0
0.8162393162393162,0.024572649572649572,0.002136752136752137,0.0,0.010683760683760684,0.0,0.0,0.009615384615384616,0.0010683760683760685,0.0,0.029914529914529916,0.0,0.09081196581196581,0.0,0.003205128205128205,0.002136752136752137,0.005341880341880342,0.004273504273504274,0.0,0.0
0.8409825468648998,0.029088558500323207,0.006464124111182934,0.0,0.02068519715578539,0.0019392372333548805,0.0,0.01098901098901099,0.0006464124111182935,0.011635423400129283,0.004524886877828055,0.001292824822236587,0.007756948933419522,0.0,0.0006464124111182935,0.0006464124111182935,0.05042016806722689,0.012281835811247576,0.0,0.0
0.8868421052631579,0.021052631578947368,0.010526315789473684,0.0,0.002631578947368421,0.0008771929824561404,0.0,0.0043859649122807015,0.0,0.002631578947368421,0.012280701754385965,0.0008771929824561404,0.03508771929824561,0.0017543859649122807,0.007894736842105263,0.0017543859649122807,0.009649122807017544,0.0017543859649122807,0.0,0.0
0.496265172735761,0.13025210084033614,0.045284780578898225,0.0,0.03081232492997199,0.009337068160597572,0.0014005602240896359,0.029411764705882353,0.00046685340802987864,0.01353874883286648,0.07983193277310924,0.0070028011204481795,0.032679738562091505,0.01027077497665733,0.0,0.0,0.10410830999066294,0.009337068160597572,0.0,0.0
0.6558441558441559,0.08603896103896104,0.00974025974025974,0.0,0.022727272727272728,0.003246753246753247,0.0,0.006493506493506494,0.0,0.0016233766233766235,0.03409090909090909,0.0,0.07792207792207792,0.0,0.012987012987012988,0.07954545454545454,0.008116883116883116,0.0,0.0,0.0016233766233766235
0.8567796610169491,0.017796610169491526,0.003389830508474576,0.0,0.00423728813559322,0.0,0.0,0.00423728813559322,0.0,0.0,0.020338983050847456,0.001694915254237288,0.08559322033898305,0.001694915254237288,0.0,0.0,0.003389830508474576,0.0,0.0,0.000847457627118644
0.9672456575682382,0.002977667493796526,0.006947890818858561,0.0,0.0,0.0024813895781637717,0.0,0.003970223325062035,0.0,0.0,0.0019851116625310174,0.0004962779156327543,0.0009925558312655087,0.0004962779156327543,0.0,0.0,0.009925558312655087,0.0024813895781637717,0.0,0.0
0.9484375,0.01953125,0.00078125,0.0,0.00546875,0.0,0.0,0.0,0.0,0.003125,0.00625,0.0,0.01171875,0.0,0.0,0.0,0.003125,0.0015625,0.0,0.0
0.8175011698642958,0.04866635470285447,0.027608797379503978,0.0,0.0070191857744501636,0.009826860084230228,0.0,0.007487131492746842,0.0,0.004211511464670099,0.014506317267197005,0.0028076743097800653,0.029948525970987367,0.002339728591483388,0.0,0.0,0.021993448759943846,0.005615348619560131,0.0,0.0004679457182966776
0.2739273927392739,0.18811881188118812,0.3432343234323432,0.0,0.026402640264026403,0.026402640264026403,0.0,0.039603960396039604,0.006600660066006601,0.0,0.0462046204620462,0.0,0.0462046204620462,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0
0.911660777385159,0.006281900274833137,0.0027483313702394976,0.0,0.001177856301531213,0.0,0.0,0.001177856301531213,0.00039261876717707107,0.0007852375343541421,0.0031409501374165686,0.0,0.07224185316058107,0.0,0.0,0.0,0.0,0.00039261876717707107,0.0,0.0
0.5432639649507119,0.05805038335158817,0.017524644030668127,0.0,0.019715224534501644,0.001095290251916758,0.0,0.027382256297918947,0.002190580503833516,0.0,0.027382256297918947,0.00547645125958379,0.1456736035049288,0.002190580503833516,0.03066812705366922,0.03943044906900329,0.0624315443592552,0.002190580503833516,0.0032858707557502738,0.012048192771084338
0.7348668280871671,0.08535108958837773,0.005447941888619854,0.0,0.002421307506053269,0.0,0.0,0.007263922518159807,0.0006053268765133172,0.007263922518159807,0.011501210653753027,0.0036319612590799033,0.05387409200968523,0.0006053268765133172,0.0006053268765133172,0.006053268765133172,0.05871670702179177,0.006658595641646489,0.012711864406779662,0.002421307506053269
0.9173553719008265,0.024307243558580455,0.007778317938745746,0.0,0.0009722897423432182,0.0,0.0,0.004375303840544483,0.0004861448711716091,0.00583373845405931,0.0009722897423432182,0.004375303840544483,0.004861448711716091,0.0014584346135148275,0.0,0.0,0.024307243558580455,0.002916869227029655,0.0,0.0
0.7021791767554479,0.05084745762711865,0.09443099273607748,0.0,0.009685230024213076,0.0387409200968523,0.0,0.024213075060532687,0.0,0.002421307506053269,0.0,0.0,0.048426150121065374,0.012106537530266344,0.0,0.0,0.014527845036319613,0.002421307506053269,0.0,0.0
0.9418282548476454,0.014542936288088643,0.002770083102493075,0.0,0.0034626038781163434,0.0006925207756232687,0.0,0.004155124653739612,0.0006925207756232687,0.0006925207756232687,0.006232686980609419,0.0,0.01731301939058172,0.0006925207756232687,0.0,0.0,0.006925207756232687,0.0,0.0,0.0
0.8746948738812043,0.043938161106590726,0.013018714401952807,0.0,0.008136696501220505,0.0008136696501220504,0.0016273393002441008,0.013832384052074858,0.0,0.0016273393002441008,0.0024410089503661514,0.0,0.024410089503661515,0.0008136696501220504,0.0,0.0,0.013832384052074858,0.0008136696501220504,0.0,0.0
0.7906066536203522,0.0410958904109589,0.025440313111545987,0.0,0.01761252446183953,0.0136986301369863,0.0,0.007827788649706457,0.0,0.0,0.01761252446183953,0.0,0.05870841487279843,0.007827788649706457,0.0,0.0,0.01761252446183953,0.0019569471624266144,0.0,0.0
0.8876889848812095,0.0032397408207343412,0.0021598272138228943,0.0,0.0,0.0,0.0,0.0021598272138228943,0.0010799136069114472,0.004319654427645789,0.0021598272138228943,0.0010799136069114472,0.01079913606911447,0.0010799136069114472,0.0,0.0,0.08099352051835854,0.0032397408207343412,0.0,0.0
0.8271276595744681,0.03723404255319149,0.0,0.0,0.005319148936170213,0.0,0.0,0.013297872340425532,0.013297872340425532,0.0,0.0797872340425532,0.0,0.02127659574468085,0.0,0.0,0.0,0.0026595744680851063,0.0,0.0,0.0
0.8103674540682415,0.027559055118110236,0.03674540682414698,0.0,0.0013123359580052493,0.013123359580052493,0.0,0.011811023622047244,0.0,0.0013123359580052493,0.03346456692913386,0.004593175853018373,0.024934383202099737,0.0006561679790026247,0.0,0.0006561679790026247,0.023622047244094488,0.00984251968503937,0.0,0.0
0.7397084048027445,0.056174957118353346,0.019296740994854202,0.0,0.005145797598627788,0.005574614065180103,0.0,0.03902229845626072,0.0008576329331046312,0.003430531732418525,0.006003430531732418,0.01072041166380789,0.008147512864493996,0.0,0.0,0.0008576329331046312,0.09133790737564322,0.013293310463121783,0.0,0.0004288164665523156
0.7785136129506991,0.06916850625459897,0.07505518763796909,0.0,0.0014716703458425313,0.003679175864606328,0.0007358351729212656,0.013245033112582781,0.0,0.0,0.004415011037527594,0.0014716703458425313,0.025754231052244298,0.0007358351729212656,0.0007358351729212656,0.0,0.0235467255334805,0.0014716703458425313,0.0,0.0
0.7723735408560312,0.05512321660181582,0.019455252918287938,0.0,0.01232166018158236,0.00324254215304799,0.0,0.00648508430609598,0.0,0.00648508430609598,0.004539559014267186,0.004539559014267186,0.023346303501945526,0.0006485084306095979,0.0006485084306095979,0.0012970168612191958,0.08560311284046693,0.0038910505836575876,0.0,0.0
0.1294178794178794,0.28534303534303534,0.14085239085239085,0.0,0.036382536382536385,0.02650727650727651,0.012993762993762994,0.12837837837837837,0.008835758835758836,0.05353430353430354,0.02754677754677755,0.0015592515592515593,0.07380457380457381,0.004158004158004158,0.0,0.0005197505197505198,0.06496881496881497,0.005197505197505198,0.0,0.0
0.9839357429718876,0.004016064257028112,0.002677376171352075,0.0,0.0,0.0013386880856760374,0.0,0.0013386880856760374,0.0,0.0,0.0013386880856760374,0.0,0.002677376171352075,0.0,0.0,0.0,0.002677376171352075,0.0,0.0,0.0
0.1956521739130435,0.23281907433380084,0.20687237026647967,0.0,0.02664796633941094,0.011921458625525946,0.0091164095371669,0.051893408134642355,0.004908835904628331,0.001402524544179523,0.07012622720897616,0.008415147265077139,0.030855539971949508,0.004207573632538569,0.0,0.0,0.12833099579242638,0.016129032258064516,0.0,0.0007012622720897616
0.5287878787878788,0.1388888888888889,0.0691919191919192,0.0,0.007575757575757576,0.04696969696969697,0.0,0.03535353535353535,0.0025252525252525255,0.00909090909090909,0.03282828282828283,0.0035353535353535356,0.04191919191919192,0.007070707070707071,0.0,0.0,0.06565656565656566,0.010606060606060607,0.0,0.0
0.985178727114211,0.0008718395815170009,0.0017436791630340018,0.0,0.0,0.0008718395815170009,0.0,0.0017436791630340018,0.0,0.0,0.0026155187445510027,0.0,0.0,0.0,0.0,0.0,0.006974716652136007,0.0,0.0,0.0
0.9103869653767821,0.016293279022403257,0.0,0.0,0.004073319755600814,0.0,0.0,0.006109979633401222,0.004073319755600814,0.0,0.020366598778004074,0.0,0.03665987780040733,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0
0.8677218767665348,0.011305822498586773,0.027133973996608253,0.0,0.002826455624646693,0.01582815149802148,0.0,0.01243640474844545,0.0,0.002826455624646693,0.008479366873940079,0.002826455624646693,0.0033917467495760316,0.0011305822498586771,0.0,0.0005652911249293386,0.03900508762012436,0.0045223289994347085,0.0,0.0
0.97352587244284,0.0012033694344163659,0.0018050541516245488,0.0,0.0,0.0006016847172081829,0.0,0.0012033694344163659,0.0,0.0012033694344163659,0.0,0.0,0.01263537906137184,0.0,0.0012033694344163659,0.0,0.006618531889290012,0.0,0.0,0.0
0.7463126843657817,0.05309734513274336,0.0471976401179941,0.0,0.007866273352999017,0.004916420845624385,0.0,0.01966568338249754,0.0,0.0009832841691248771,0.01376597836774828,0.0019665683382497543,0.07374631268436578,0.012782694198623401,0.0,0.0,0.017699115044247787,0.0,0.0,0.0
0.8760180995475113,0.019909502262443438,0.005429864253393665,0.0,0.00904977375565611,0.0009049773755656109,0.0,0.0018099547511312218,0.0027149321266968325,0.0009049773755656109,0.0027149321266968325,0.0,0.08054298642533937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
